movieId,title,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,FilmNoir,Horror,Musical,Mystery,Romance,SciFi,Thriller,War,Western,NA,imdbId
75,Big Bully (1996),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,115676
76,Screamers (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,114367
79,"Juror, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,116731
81,Things to Do in Denver When You're Dead (1995),0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,114660
82,Antonia's Line (Antonia) (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,112379
85,Angels and Insects (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,112365
86,White Squall (1996),1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,118158
87,Dunston Checks In (1996),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116151
88,Black Sheep (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115697
89,Nick of Time (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113972
92,Mary Reilly (1996),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,117002
93,Vampire in Brooklyn (1995),0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,114825
94,Beautiful Girls (1996),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,115639
95,Broken Arrow (1996),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,115759
97,"Hate (Haine, La) (1995)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,113247
100,City Hall (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,115907
101,Bottle Rocket (1996),0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,115734
102,Mr. Wrong (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117102
104,Happy Gilmore (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116483
105,"Bridges of Madison County, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,112579
107,Muppet Treasure Island (1996),0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,117110
110,Braveheart (1995),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,112573
111,Taxi Driver (1976),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,75314
112,Rumble in the Bronx (Hont faan kui) (1995),1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113326
116,Anne Frank Remembered (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,112373
122,Boomerang (1992),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,103859
125,Flirting With Disaster (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116324
126,"NeverEnding Story III, The (1994)",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,110647
132,Jade (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113451
135,Down Periscope (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116130
140,Up Close and Personal (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,118055
141,"Birdcage, The (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115685
144,"Brothers McMullen, The (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112585
145,Bad Boys (1995),1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,112442
147,"Basketball Diaries, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,112461
150,Apollo 13 (1995),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,112384
151,Rob Roy (1995),1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,114287
153,Batman Forever (1995),1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112462
154,Beauty of the Day (Belle de jour) (1967),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61395
155,Beyond Rangoon (1995),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,112495
157,Canadian Bacon (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,109370
158,Casper (1995),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112642
159,Clockers (1995),0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,112688
160,Congo (1995),1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,112715
161,Crimson Tide (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,112740
162,Crumb (1994),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,109508
163,Desperado (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,112851
164,Devil in a Blue Dress (1995),0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,112857
165,Die Hard: With a Vengeance (1995),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,112864
168,First Knight (1995),1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,113071
169,Free Willy 2: The Adventure Home (1995),0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,113114
170,Hackers (1995),1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,113243
171,Jeffrey (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,113464
172,Johnny Mnemonic (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,113481
173,Judge Dredd (1995),1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,113492
174,Jury Duty (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113500
175,Kids (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,113540
176,Living in Oblivion (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113677
177,Lord of Illusions (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,113690
180,Mallrats (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,113749
181,Mighty Morphin Power Rangers: The Movie (1995),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113820
185,"Net, The (1995)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,113957
186,Nine Months (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,113986
188,"Prophecy, The (1995)",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,114194
190,Safe (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,114323
191,"Scarlet Letter, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,114345
193,Showgirls (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114436
194,Smoke (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114478
195,Something to Talk About (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,114496
196,Species (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,114508
198,Strange Days (1995),1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,114558
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114682
204,Under Siege 2: Dark Territory (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114781
205,Unstrung Heroes (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114798
207,"Walk in the Clouds, A (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,114887
208,Waterworld (1995),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,114898
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,111579
215,Before Sunrise (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,112471
216,Billy Madison (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112508
217,"Babysitter, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,112438
218,Boys on the Side (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,112571
222,Circle of Friends (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,112679
223,Clerks (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109445
224,Don Juan DeMarco (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,112883
225,Disclosure (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,109635
227,Drop Zone (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,109676
229,Death and the Maiden (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,109579
230,Dolores Claiborne (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,109642
231,Dumb & Dumber (Dumb and Dumber) (1994),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109686
232,Eat Drink Man Woman (Yin shi nan nu) (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,111797
233,Exotica (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,109759
234,Exit to Eden (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109758
235,Ed Wood (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,109707
236,French Kiss (1995),1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,113117
237,Forget Paris (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,113097
239,"Goofy Movie, A (1995)",0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,113198
242,Farinelli: il castrato (1994),0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,109771
246,Hoop Dreams (1994),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,110057
247,Heavenly Creatures (1994),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,110005
248,Houseguest (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110066
249,Immortal Beloved (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,110116
250,Heavyweights (Heavy Weights) (1995),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110006
252,I.Q. (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,110099
253,Interview with the Vampire: The Vampire Chronicles (1994),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,110148
255,"Jerky Boys, The (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110189
256,Junior (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,110216
257,Just Cause (1995),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,113501
258,"Kid in King Arthur's Court, A (1995)",0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,113538
259,Kiss of Death (1995),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,113552
260,Star Wars: Episode IV - A New Hope (1977),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,76759
261,Little Women (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110367
262,"Little Princess, A (1995)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,113670
265,Like Water for Chocolate (Como agua para chocolate) (1992),0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,103994
266,Legends of the Fall (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,110322
267,Major Payne (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110443
270,Love Affair (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,110391
272,"Madness of King George, The (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110428
273,Mary Shelley's Frankenstein (Frankenstein) (1994),0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,109836
274,Man of the House (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113755
275,Mixed Nuts (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110538
276,Milk Money (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,110516
277,Miracle on 34th Street (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110527
280,Murder in the First (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,113870
281,Nobody's Fool (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,110684
282,Nell (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110638
288,Natural Born Killers (1994),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,110632
289,Only You (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,110737
290,Once Were Warriors (1994),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,110729
292,Outbreak (1995),1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,114069
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,110413
296,Pulp Fiction (1994),0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,110912
300,Quiz Show (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110932
302,"Queen Margot (Reine Margot, La) (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,110963
303,"Quick and the Dead, The (1995)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,114214
305,Ready to Wear (Pret-A-Porter) (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110907
306,Three Colors: Red (Trois couleurs: Rouge) (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,111495
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,108394
308,Three Colors: White (Trzy kolory: Bialy) (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,111507
312,Stuart Saves His Family (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114571
314,"Secret of Roan Inish, The (1994)",0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,111112
315,"Specialist, The (1994)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,111255
316,Stargate (1994),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,111282
317,"Santa Clause, The (1994)",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,111070
318,"Shawshank Redemption, The (1994)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,111161
319,Shallow Grave (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,111149
322,Swimming with Sharks (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114594
325,National Lampoon's Senior Trip (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113936
327,Tank Girl (1995),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,114614
328,Tales from the Crypt Presents: Demon Knight (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,114608
329,Star Trek: Generations (1994),0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,111280
330,Tales from the Hood (1995),1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,114609
332,Village of the Damned (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,114852
333,Tommy Boy (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114694
334,Vanya on 42nd Street (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,111590
337,What's Eating Gilbert Grape (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,108550
338,Virtuosity (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,114857
339,While You Were Sleeping (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,114924
340,"War, The (1994)",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,111667
342,Muriel's Wedding (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110598
343,"Baby-Sitters Club, The (1995)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112435
344,Ace Ventura: Pet Detective (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109040
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,109045
346,Backbeat (1993),0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,106339
347,Bitter Moon (1992),0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,104779
348,Bullets Over Broadway (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109348
349,Clear and Present Danger (1994),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,109444
350,"Client, The (1994)",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,109446
351,"Corrina, Corrina (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,109484
353,"Crow, The (1994)",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,109506
354,Cobb (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,109450
355,"Flintstones, The (1994)",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,109813
356,Forrest Gump (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,109830
357,Four Weddings and a Funeral (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,109831
358,Higher Learning (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,113305
360,I Love Trouble (1994),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110093
361,It Could Happen to You (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,110167
362,"Jungle Book, The (1994)",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,110213
364,"Lion King, The (1994)",0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,110357
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,111686
367,"Mask, The (1994)",1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,110475
368,Maverick (1994),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,110478
370,Naked Gun 33 1/3: The Final Insult (1994),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110622
371,"Paper, The (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110771
372,Reality Bites (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,110950
373,Red Rock West (1992),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,105226
374,Richie Rich (1994),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110989
